file_id,filename,file_size_bytes,transcription_time_seconds,transcription_text,model_id,started_at,processed_at
ef20942845610d26,204103023_204103023.m4a,560300,37.37,"I want to work for a living so I can feed my parents. So when I'm done, I want to go to university and study more and further more. When I reach secondary school, I don't want to be a bad girl and I want to go further. I want to move further so that I can be a little girl for the future. So my parents will be happy.",openai/whisper-large-v3-turbo,2026-07-16T15:34:51.442359+00:00,2026-07-16T15:35:28.813713+00:00
38039b69af2eb8db,204103035_204103035.m4a,184127,35.06,I would like to learn to work fashion designer before going to school.,openai/whisper-large-v3-turbo,2026-07-16T15:35:28.813713+00:00,2026-07-16T15:36:03.875780+00:00
7e8fb6735fda1632,204104015_204104015.m4a,112518,34.83,I'm going to the university.,openai/whisper-large-v3-turbo,2026-07-16T15:36:03.876764+00:00,2026-07-16T15:36:38.705515+00:00
61a1e35187ba53f2,204104029_204104029.m4a,156090,35.49,I want to do fashion designer,openai/whisper-large-v3-turbo,2026-07-16T15:36:38.732024+00:00,2026-07-16T15:37:14.218440+00:00
ac5ca60877c56b11,204104030_204104030.m4a,371645,37.89,"After my secondary school, if I gain admission, I would like to learn a skill that is addressing skills. Then I will learn it a little, then after I gain my admission, I will be using that to earn a living. For the main time, that is if my parents are much to support them and not to burden them with my expenses.",openai/whisper-large-v3-turbo,2026-07-16T15:37:14.219446+00:00,2026-07-16T15:37:52.112058+00:00
28e25875db1aafd9,204104039_204104039.m4a,338702,36.29,"Firstly, I would like to learn work maybe next year because I'm finishing this year. I would like to learn work next year and after I learn work I would go to school maybe next year to go to university. Thank you.",openai/whisper-large-v3-turbo,2026-07-16T15:37:52.112058+00:00,2026-07-16T15:38:28.400267+00:00
e787fd8105e0bea2,204105015_204105015.m4a,203448,35.91,I had to go to the Monaster for two years and after going to the Monaster I would go to the university. And after the university I would go and leave work as well.,openai/whisper-large-v3-turbo,2026-07-16T15:38:28.401270+00:00,2026-07-16T15:39:04.314378+00:00
e8aee440797054eb,204106002_204106002.m4a,201555,34.96,I would like to focus more about my studies because I want to become somebody great in life.,openai/whisper-large-v3-turbo,2026-07-16T15:39:04.314378+00:00,2026-07-16T15:39:39.279761+00:00
bb4264292165f090,204106005_204106005.m4a,335277,36.81,What I wanted to do after graduating is I want to go and learn work so that I'll be able to use it in the future. It shouldn't be even when I enter university. It shouldn't be only my friend that will be giving me money. I'll have to cater for my safety.,openai/whisper-large-v3-turbo,2026-07-16T15:39:39.279761+00:00,2026-07-16T15:40:16.087024+00:00
0e3f20fb6c8a8b38,204106011_204106011.m4a,207586,34.91,"I want to go out to lay on work. It's fashion design, so after my work, I don't want to afford that more for my education.",openai/whisper-large-v3-turbo,2026-07-16T15:40:16.088024+00:00,2026-07-16T15:40:50.999064+00:00
1e4b134c45d45d87,204106024_204106024.m4a,241297,35.56,"After secondary school, I want to be a business girl. I'll be doing any kind of business, business selling, audacia.",openai/whisper-large-v3-turbo,2026-07-16T15:40:51.000064+00:00,2026-07-16T15:41:26.564768+00:00
9a406297dbd4e381,204106034_204106034.m4a,323125,38.29,"I want to be a... I'm a fashion designer, so I want to be a businesswoman and have my own shop and be boss of mine.",openai/whisper-large-v3-turbo,2026-07-16T15:41:26.564768+00:00,2026-07-16T15:42:04.857423+00:00
092f2e689623dcff,400101002_400101002.m4a,325068,35.32,"If I finish my school, I want to study and learn Taylor before I start my university.",openai/whisper-large-v3-turbo,2026-07-16T15:42:04.858423+00:00,2026-07-16T15:42:40.181509+00:00
4cc9682697d8d31f,400101014_400101014.m4a,195119,37.71,"I went to university because I wrote Jan DC and I'm going to study nursing in school. After that, I'll make my mommy proud.",openai/whisper-large-v3-turbo,2026-07-16T15:42:40.182507+00:00,2026-07-16T15:43:17.894355+00:00
5a8f66f072e3149b,400101017_400101017.m4a,206095,36.25,I want to learn some personal skills then go to school after like a year of learning the skills. That's all.,openai/whisper-large-v3-turbo,2026-07-16T15:43:17.895337+00:00,2026-07-16T15:43:54.149707+00:00
f9548411f875cb35,400101037_400101037.m4a,418224,39.7,My plans after secondary school and I've written my senior work and written my next course. I'll go for nursing lectures in order for that training before entering my university. Why prepare for my jam?,openai/whisper-large-v3-turbo,2026-07-16T15:43:54.150707+00:00,2026-07-16T15:44:33.850808+00:00
81332da1eec5564a,400102002_400102002.m4a,319721,36.72,"After my senior secondary school, I would like to have a small shop selling provision gradually, then after then, maybe next year, I would like to continue my study from university.",openai/whisper-large-v3-turbo,2026-07-16T15:44:33.851809+00:00,2026-07-16T15:45:10.571075+00:00
f45d536111c34673,400102026_400102026.m4a,221618,35.3,I'll go ahead and learn and hand work which is still already before next year and then I'll not at my jam and go to school.,openai/whisper-large-v3-turbo,2026-07-16T15:45:10.571075+00:00,2026-07-16T15:45:45.874110+00:00
dfa2e2749ab41c71,400103009_400103009.m4a,142048,35.18,"I'm going to computer school first, then after computer school I'm going for registration for Navy school.",openai/whisper-large-v3-turbo,2026-07-16T15:45:45.875112+00:00,2026-07-16T15:46:21.054670+00:00
62bdb8c0e4f161cc,400103030_400103030.m4a,325814,39.31,"I also welcome a cake to ya. Making a cake have connections everywhere. Drink cake for everybody. I also be like, hmm, hmm, that's not good.",openai/whisper-large-v3-turbo,2026-07-16T15:46:21.055571+00:00,2026-07-16T15:47:00.413279+00:00
5485402bc24beb8f,400104003_400104003.m4a,263345,41.97,I'm graduating from my secondary school. I plan to work in a restaurant because the work is already done for now. So I just have to go and submit my CV and I can start the job. That's it.,openai/whisper-large-v3-turbo,2026-07-16T15:47:00.502809+00:00,2026-07-16T15:47:42.479372+00:00
917fbcc3905b811f,400104004_400104004.m4a,246239,37.73,"I want to become first. I will learn my handwork. Then I'm perfect with it. So I will go for my future dream because I want to become a lawyer, for sure. So thank you.",openai/whisper-large-v3-turbo,2026-07-16T15:47:42.479372+00:00,2026-07-16T15:48:20.205813+00:00
9bccaf0fe9a23831,400104016_400104016.m4a,329193,36.9,"After secondary school I would like to learn and handwork like makeuping, wig installation, dyeing of Egelia and hair structure. And after that then I will now look forward to my job. I would like to learn after secondary school.",openai/whisper-large-v3-turbo,2026-07-16T15:48:20.205813+00:00,2026-07-16T15:48:57.111920+00:00
60c64a195d4784c4,400601002_400601002.m4a,348903,41.25,"After graduating from secondary school, I will write a jam to go to university. And if I get admission to study the choice of my institution, I will write it and I will pass out.",openai/whisper-large-v3-turbo,2026-07-16T15:48:57.111920+00:00,2026-07-16T15:49:38.367131+00:00
abee42389b04c936,400601004_400601004.m4a,265934,41.62,"After graduation from secondary school, I want to go for nursing. But while waiting for my jam resort, I want to go into fashion designing and catering before going for nursing.",openai/whisper-large-v3-turbo,2026-07-16T15:49:38.372128+00:00,2026-07-16T15:50:19.998206+00:00
2e6a20058032ef7f,400601005_400601005.m4a,243590,42.93,"After I finish the secondary school, I would love to work a bit then gather some more for me to be able to get into their institution. That is my class.",openai/whisper-large-v3-turbo,2026-07-16T15:50:19.999207+00:00,2026-07-16T15:51:02.928296+00:00
58f70503194e5728,400601008_400601008.m4a,71588,37.51,"No, see.",openai/whisper-large-v3-turbo,2026-07-16T15:51:02.929297+00:00,2026-07-16T15:51:40.439588+00:00
cd0f08e1a4bd57b2,400601009_400601009.m4a,373159,37.06,"After graduating from secondary school, I would like to work a little, like earn some money that I will use and enter into the university. Like for, through ADC, after I leave secondary school, I will work and earn some money and then write, jump and enter into the university.",openai/whisper-large-v3-turbo,2026-07-16T15:51:40.439588+00:00,2026-07-16T15:52:17.504210+00:00
c2057219939b56bd,400601013_400601013.m4a,163701,36.16,"After graduating from secondary school, I would like to go for adjusting.",openai/whisper-large-v3-turbo,2026-07-16T15:52:17.505212+00:00,2026-07-16T15:52:53.666432+00:00
28f42de3df4a983e,400601015_400601015.m4a,135995,36.32,I was going to let you walk. I was going to let you walk. Then I was going to write my jam. I went to school.,openai/whisper-large-v3-turbo,2026-07-16T15:52:53.667433+00:00,2026-07-16T15:53:29.985275+00:00
652c017a4feeb234,400601019_400601019.m4a,219334,37.65,"I would like to go to university, educate on how to be a doctor, then I will be a doctor, then I will treat people.",openai/whisper-large-v3-turbo,2026-07-16T15:53:29.986280+00:00,2026-07-16T15:54:07.639436+00:00
a9e0f778d4bfb6b6,400602003_400602003.m4a,273163,39.15,I want to become a teacher. I want to become a teacher. I want to go to a teacher in school to become a successful person so that my parents will be happy for me.,openai/whisper-large-v3-turbo,2026-07-16T15:54:07.639436+00:00,2026-07-16T15:54:46.788340+00:00
5424871ee4cba4d0,400602004_400602004.m4a,216297,35.41,I will learn the hand-for-hand skills first before I'll study right in jump for it.,openai/whisper-large-v3-turbo,2026-07-16T15:54:46.789344+00:00,2026-07-16T15:55:22.197139+00:00
b94ebc27226aacaa,400602022_400602022.m4a,423919,37.94,"I would like to learn a non-skill. Then after about some few months I would go into the university. I would go to the university. After I got to work to study for and apply that and become a graphic designer. And then from there I built my career as a graphic designer. And I also used my career to help other people who don't, to help them, but to help them.",openai/whisper-large-v3-turbo,2026-07-16T15:55:22.197139+00:00,2026-07-16T15:56:00.143208+00:00
47c5914147221bba,400603001_400603001.m4a,269372,35.89,"I would like to follow my education, go to the university because I want to study business admin, so I want to become a business man.",openai/whisper-large-v3-turbo,2026-07-16T15:56:00.144208+00:00,2026-07-16T15:56:36.038901+00:00
8b66f9d265e383ef,400603008_400603008.m4a,91313,35.29,I wish to further my education.,openai/whisper-large-v3-turbo,2026-07-16T15:56:36.038901+00:00,2026-07-16T15:57:11.330402+00:00
1c8660abec4d208d,400603011_400603011.m4a,139420,34.87,I want to stay home for one month. During many months I was going to learn work.,openai/whisper-large-v3-turbo,2026-07-16T15:57:11.331396+00:00,2026-07-16T15:57:46.203309+00:00
b1db897bc2d41c3b,401101012_401101012.m4a,178795,35.25,Getting admission into the higher institution to study medicine and study.,openai/whisper-large-v3-turbo,2026-07-16T15:57:46.204304+00:00,2026-07-16T15:58:21.450207+00:00
8e1d60014f6e3baf,401101013_401101013.m4a,329195,35.81,"I have my friends. I'm from the country, I write my channel, I write my channel, I write my channel, I write my channel, and that's all that.",openai/whisper-large-v3-turbo,2026-07-16T15:58:21.451194+00:00,2026-07-16T15:58:57.259260+00:00
56d2c3969ba458fa,401101023_401101023.m4a,1058884,36.74,"So my plan after secondary school is to get into the university to study nursing because I row jam early this year and also I'm preparing for my WIAC and I prayerfully and hopefully hope my WIAC results are good. But while that is going on, I mean my admission is being processed, if it doesn't work out, the plan B is",openai/whisper-large-v3-turbo,2026-07-16T15:58:57.259260+00:00,2026-07-16T15:59:34.002222+00:00
29315a106a5668a3,401101038_401101038.m4a,212509,36.67,My plans after secondary school is to learn a trade before I enter my higher institution.,openai/whisper-large-v3-turbo,2026-07-16T15:59:34.002222+00:00,2026-07-16T16:00:10.674204+00:00
f4d9f33f1abf6011,401101039_401101039.m4a,1725641,45.49,"Good morning everyone, my name is Alice and on this interview I'd like to talk about what you do after graduating from senior secondary school because I know that after graduating from senior secondary school you can get admission easily until your results are out for YAEG and jam with everything. So after secondary school I'd like to learn and work like skills like hairdressing or something else to keep myself",openai/whisper-large-v3-turbo,2026-07-16T16:00:10.674204+00:00,2026-07-16T16:00:56.167349+00:00
0665e710c907fef3,401101041_401101041.m4a,309496,41.91,"After graduating from secondary school, I would like to forward my education more. That too. By what? By forwarding my education to the universities. Okay.",openai/whisper-large-v3-turbo,2026-07-16T16:00:56.168353+00:00,2026-07-16T16:01:38.080131+00:00
9f7dcfd7c5618d6f,401101043_401101043.m4a,128800,40.31,I want to go to university and study my exact course.,openai/whisper-large-v3-turbo,2026-07-16T16:01:38.080131+00:00,2026-07-16T16:02:18.395510+00:00
05560270f750ff1e,401102006_401102006.m4a,450460,42.98,"I'm graduating from secondary school. I will go into learning skills, catering, because I've always loved to bake cakes, do something like snacks and so on and so forth. So I will go into catering. Then I will think of entering school the next stop I am.",openai/whisper-large-v3-turbo,2026-07-16T16:02:18.396510+00:00,2026-07-16T16:03:01.381312+00:00
804f847a5f72c2c2,401103021_401103021.m4a,714510,46.02,"After graduating from Schlesinger School, I want to work from learning work. So I'll contribute money and help my parents. From there, I'll start my own business. If I have a chance, I'll write my jam because I've not written jam this year. I'll write my jam and I'll go to university. If God says I will not go to university, from there I'll start my life.",openai/whisper-large-v3-turbo,2026-07-16T16:03:01.382315+00:00,2026-07-16T16:03:47.404089+00:00
169e76f3703e0c6c,401103022_401103022.m4a,166728,47.6,I want to have my own fashion house. I'm a fashion designer so I want to have my own big fashion house.,openai/whisper-large-v3-turbo,2026-07-16T16:03:47.405088+00:00,2026-07-16T16:04:35.058186+00:00
08f8204711de6863,401103033_401103033.m4a,104573,45.76,I want to become a lawyer.,openai/whisper-large-v3-turbo,2026-07-16T16:04:35.072197+00:00,2026-07-16T16:05:20.829420+00:00
284916e93cc9d8ec,401104006_401104006.m4a,179964,47.57,I want to become a nurse and a lawyer. Two of them. You too? Yes. That's great. Finish. Is that all? Yes.,openai/whisper-large-v3-turbo,2026-07-16T16:05:20.830423+00:00,2026-07-16T16:06:08.400514+00:00
4f5265ed776e979e,401105043_401105043.m4a,253447,46.98,"I'm going to university and then follow my education. Then after that, after four years course, I'll come out with flying colors. I'll look for a job of my course. Then I'll go into it. That's it.",openai/whisper-large-v3-turbo,2026-07-16T16:06:08.401517+00:00,2026-07-16T16:06:55.379389+00:00
64c953808fefba65,500301001_500301001.m4a,186020,45.28,"After graduating secondary school, I would like to furthermore and after furthermore, I would like to start a business and open my mission.",openai/whisper-large-v3-turbo,2026-07-16T16:06:55.380387+00:00,2026-07-16T16:07:40.658824+00:00
d0a988983bf06cb1,500301002_500301002.m4a,160298,45.84,"I want to be an accountant, I want to go to the best university and I want to be rich in the future. Yes.",openai/whisper-large-v3-turbo,2026-07-16T16:07:40.659823+00:00,2026-07-16T16:08:26.498601+00:00
b57b9e808da735ed,500301008_500301008.m4a,222383,44.91,"I like to learn to work more than this shaft. When I graduated with my secondary school, I finished.",openai/whisper-large-v3-turbo,2026-07-16T16:08:26.499601+00:00,2026-07-16T16:09:11.406784+00:00
d1078a4380abb461,500301009_500301009.m4a,110335,44.13,I want to start business.,openai/whisper-large-v3-turbo,2026-07-16T16:09:11.407786+00:00,2026-07-16T16:09:55.538678+00:00
105cdd1eb81e4b1b,500301015_500301015.m4a,376941,48.3,"After graduating from second school, I would like to know more about computer. Then I would learn for six months. Maybe after six months, then I would go into fashion designing. So as I'm learning fashion, I will write my jam. So before my admission comes, I will know that the two are put in place. That is powerful.",openai/whisper-large-v3-turbo,2026-07-16T16:09:55.539679+00:00,2026-07-16T16:10:43.843809+00:00
3acb3416f504b52a,500301016_500301016.m4a,333793,46.25,"I want to become an industrial sewing by laying in all these boutique clothes and after then, when I'm done learning my work, I will go to school. After I graduated from my school, then I will now plan for my future.",openai/whisper-large-v3-turbo,2026-07-16T16:10:43.843809+00:00,2026-07-16T16:11:30.098713+00:00
d7f9c8f5f28f28cc,500301017_500301017.m4a,256116,47.99,"I would like to become a banker, but I may not know if my parents would send me to school, but if I see a person that would send me to school, I would be happy. Thank you.",openai/whisper-large-v3-turbo,2026-07-16T16:11:30.099717+00:00,2026-07-16T16:12:18.089683+00:00
010df4b236da2863,500302001_500302001.m4a,198896,45.58,I want to do nurse in my future. So I want to go to university too. Thank you.,openai/whisper-large-v3-turbo,2026-07-16T16:12:18.090684+00:00,2026-07-16T16:13:03.672209+00:00
c78e89f18d0c351d,500302003_500302003.m4a,497809,50.04,"After graduating from secondary school, I'm planning to learn in handwork and after that, I will further move. Thank you.",openai/whisper-large-v3-turbo,2026-07-16T16:13:03.673205+00:00,2026-07-16T16:13:53.718455+00:00
71626e7a99084a21,500302008_500302008.m4a,386414,67.56,"Okay Ma, what I would like to do after I finish secondary school, I would like to learn in handwork. Because most people now they talk about when entering school. If you don't have anything you are doing, you just look in without no money. So I feel like let me learn in handwork before I enter school.",openai/whisper-large-v3-turbo,2026-07-16T16:13:53.719455+00:00,2026-07-16T16:15:01.274392+00:00
6cb6ba122407995a,500302009_500302009.m4a,284149,55.44,"After graduating from second school, I would like being a nurse and working in the hospital so that I can treat sick people for free and help them because I'm in charge of it. Thank you.",openai/whisper-large-v3-turbo,2026-07-16T16:15:01.276921+00:00,2026-07-16T16:15:56.713009+00:00
63bd7d90ab9d430d,500303002_500303002.m4a,171589,49.08,I want to study law in the university after graduating for senior secondary school.,openai/whisper-large-v3-turbo,2026-07-16T16:15:56.713514+00:00,2026-07-16T16:16:45.798331+00:00
37deda9b21512f3c,500303009_500303009.m4a,295858,55.56,"If I finish secondary school, I want to be a... like I should go to university, finish university, to go to Islamic school. Finish Islamic school, I should do it again. Learn Islamic school again. This is what I want to become.",openai/whisper-large-v3-turbo,2026-07-16T16:16:45.798331+00:00,2026-07-16T16:17:41.363492+00:00
3645715fa9a9e436,500303019_500303019.m4a,182262,51.5,"After graduating for secondary school, I'll first of all go and work for either a year or two. Then I'll follow them up.",openai/whisper-large-v3-turbo,2026-07-16T16:17:41.365003+00:00,2026-07-16T16:18:32.871117+00:00
cf8fedb2cbf44e70,500303021_500303021.m4a,372011,50.68,"When I finish my second day school, I wish to, I wish and I'm planning to read my school, not this country, another country, to live better life, to go out and see many things we have never been before.",openai/whisper-large-v3-turbo,2026-07-16T16:18:32.872545+00:00,2026-07-16T16:19:23.552867+00:00
f3f8130a16d496a5,500303025_500303025.m4a,129193,51.77,I would like to put them on my education.,openai/whisper-large-v3-turbo,2026-07-16T16:19:23.553868+00:00,2026-07-16T16:20:15.324111+00:00
112cf3c1e56f8d49,500303027_500303027.m4a,316347,49.09,"I need to further move my education, dreaming of what I want to become in the future. I've not known yet what I want to become, but I'm chasing my dreams of what I want to become in the future when I get to the university.",openai/whisper-large-v3-turbo,2026-07-16T16:20:15.325109+00:00,2026-07-16T16:21:04.421152+00:00
2510d3615fd4d372,500303032_500303032.m4a,155338,49.81,"After graduating, I will work. After I work, I will not process my jam to enter the school.",openai/whisper-large-v3-turbo,2026-07-16T16:21:04.422692+00:00,2026-07-16T16:21:54.232067+00:00
e9e85fb04d888338,500303034_500303034.m4a,457285,49.97,I want to be a future and I want to be a survivor. I want to make my feelings proud. I want to be a survivor. I want to be an elf out of suspicion. I want to be a... I want to be a survivor. I want to be a witcher. I want to be my... my voice.,openai/whisper-large-v3-turbo,2026-07-16T16:21:54.233078+00:00,2026-07-16T16:22:44.208052+00:00
af3eb5eb143fd866,500701031_500701031.m4a,267844,53.47,I'm not talking to you. They're going to talk. They're going to tell me what you want to do. I want to become a medical doctor. Okay. All right. Thank you.,openai/whisper-large-v3-turbo,2026-07-16T16:22:44.209054+00:00,2026-07-16T16:23:37.678704+00:00
00f419ce8ddeeb8c,500702009_500702009.m4a,186757,54.02,It's too long I want to do. After I finish second year school. Thank you.,openai/whisper-large-v3-turbo,2026-07-16T16:23:37.680258+00:00,2026-07-16T16:24:31.702609+00:00
7b8e1762bf02467a,500703014_500703014.m4a,555026,59.25,"A lot of girls are suffering from their family. I want to be a doctor, to help a lot of people, and to help myself. Saving life is very important. Not only other doctors can do it, even we just can do it. Once we try, we can do it, we can put them up. After helping, I want to start my own family, to help my parents achieve their goal, to help my siblings, to help my entire family. Everyone should help.",openai/whisper-large-v3-turbo,2026-07-16T16:24:31.703610+00:00,2026-07-16T16:25:30.953488+00:00
83d6b21ccde75edd,500703028_500703028.m4a,118952,48.27,It's my education.,openai/whisper-large-v3-turbo,2026-07-16T16:25:30.953488+00:00,2026-07-16T16:26:19.221975+00:00
9b39f6c7bc303258,500703031_500703031.m4a,456516,52.09,"After graduating from second school, I would like to work with my mum before doing a job. After a job, I will be waiting for admission to go to university.",openai/whisper-large-v3-turbo,2026-07-16T16:26:19.222987+00:00,2026-07-16T16:27:11.315385+00:00
3e38fc2ecd872820,500704022_500704022.m4a,114408,48.55,Okay. Okay. All right. Thank you very much.,openai/whisper-large-v3-turbo,2026-07-16T16:27:11.315385+00:00,2026-07-16T16:27:59.867883+00:00
ee731149b283aa29,500705021_500705021.m4a,230734,48.23,"When I'm done with school, I would like to face with my handbook, like, like, play tennis for people, that is all.",openai/whisper-large-v3-turbo,2026-07-16T16:27:59.868883+00:00,2026-07-16T16:28:48.103032+00:00
a6f3393d37b7c5ed,500705024_500705024.m4a,121610,48.7,What are we doing here? I'm going to get this one.,openai/whisper-large-v3-turbo,2026-07-16T16:28:48.104029+00:00,2026-07-16T16:29:36.801176+00:00
34ec8ab4798bd585,500705040_500705040.m4a,115541,49.61,I want to continue my skills.,openai/whisper-large-v3-turbo,2026-07-16T16:29:36.802557+00:00,2026-07-16T16:30:26.412854+00:00
67550c6167fc41a8,500706005_500706005.m4a,263709,52.39,"I want to have my own future, like I'm learning in Saloon and I want to have my own future. Like I should have a show, doing a buy market, selling it in Tisham, like that.",openai/whisper-large-v3-turbo,2026-07-16T16:30:26.413855+00:00,2026-07-16T16:31:18.803094+00:00
a6f09446239c50ca,500706011_500706011.m4a,280350,52.51,"After graduating for secondary school, so I'm not going to university but I'll learn to learn work. So after learning work now, I'll do my thing. I'll have my own shop and be my own box on my own. Thank you.",openai/whisper-large-v3-turbo,2026-07-16T16:31:18.804096+00:00,2026-07-16T16:32:11.319200+00:00
764f88dfc3b38d26,500706012_500706012.m4a,98850,48.68,I want to show them. Yes.,openai/whisper-large-v3-turbo,2026-07-16T16:32:11.320198+00:00,2026-07-16T16:33:00.000950+00:00
929582c3a82a4b14,500706024_500706024.m4a,503491,51.22,I would like to... I'm a hairdresser. I want to do freedom. I want to rent shop. I want to be doing it for customers. Thank you.,openai/whisper-large-v3-turbo,2026-07-16T16:33:00.001964+00:00,2026-07-16T16:33:51.225237+00:00
99d1a49d2b9a5751,500706043_500706043.m4a,179952,51.0,I'm going to go to the university. I'm going to go to the university. I'm going to go to the university.,openai/whisper-large-v3-turbo,2026-07-16T16:33:51.226252+00:00,2026-07-16T16:34:42.225874+00:00
a3732cabdc7e420b,500706057_500706057.m4a,215921,46.45,I want to go outside and walk us and walk us.,openai/whisper-large-v3-turbo,2026-07-16T16:34:42.226873+00:00,2026-07-16T16:35:28.682734+00:00
eacf0769f82f8e1f,500801002_500801002.m4a,174648,49.59,"After writing my work as a mission this year, I plan on writing a job and I'll get a mission to the university.",openai/whisper-large-v3-turbo,2026-07-16T16:35:28.683733+00:00,2026-07-16T16:36:18.273387+00:00
3818af47536eba00,500801004_500801004.m4a,145122,48.43,I want to invest in it. I want to be in us.,openai/whisper-large-v3-turbo,2026-07-16T16:36:18.275915+00:00,2026-07-16T16:37:06.703045+00:00
1a3e08d0981c338d,500801005_500801005.m4a,266333,52.3,"I want to continue my studies because I wrote jam this year. So, I'm going for medicine and study. My cut-off mark is now. So I rather choose pharmacy because I don't want to stay in the room for next day. Time is boring. Thank you.",openai/whisper-large-v3-turbo,2026-07-16T16:37:06.704045+00:00,2026-07-16T16:37:59.006358+00:00
293ba41d0f1f7d12,500801006_500801006.m4a,155320,48.43,I would like to be an agility learner after I finish my second degree before following my education.,openai/whisper-large-v3-turbo,2026-07-16T16:37:59.007359+00:00,2026-07-16T16:38:47.442130+00:00
e3e80407a1b7a454,500801010_500801010.m4a,168183,49.62,I'm going to go to the University of the University of the Pharmacy.,openai/whisper-large-v3-turbo,2026-07-16T16:38:47.443128+00:00,2026-07-16T16:39:37.067945+00:00
5df6bc2f645a8b15,500802001_500802001.m4a,175806,49.49,I like to focus on my work and I want to be around. Thank you.,openai/whisper-large-v3-turbo,2026-07-16T16:39:37.068945+00:00,2026-07-16T16:40:26.560902+00:00
3d34001cdcedbc1d,500802005_500802005.m4a,185265,47.61,I want to further more for my education and be a good person in life. I also want to be a doctor.,openai/whisper-large-v3-turbo,2026-07-16T16:40:26.561913+00:00,2026-07-16T16:41:14.175246+00:00
710cc4d8e239559e,500802007_500802007.m4a,418985,49.84,"After my second year school, I would like to learn work for a while, then get admission to enter school. So after getting admission, after I do my freedom, I do everything, I would like to be on my own for the future. Thank you.",openai/whisper-large-v3-turbo,2026-07-16T16:41:14.176266+00:00,2026-07-16T16:42:04.020156+00:00
1aa1f03206976319,500802008_500802008.m4a,170071,46.81,The lane is skewed. The lane is skewed.,openai/whisper-large-v3-turbo,2026-07-16T16:42:04.021174+00:00,2026-07-16T16:42:50.836871+00:00
21b937f824ffb6d1,500802009_500802009.m4a,277675,49.02,"If I finish my second school I would like to do some work to gather some money for my university career. I would like to study at least. So, that's it.",openai/whisper-large-v3-turbo,2026-07-16T16:42:50.837871+00:00,2026-07-16T16:43:39.856256+00:00
af4b48a0c9670476,500802011_500802011.m4a,332614,50.49,"I would like to work after I got 18. After finishing secondary school? Yes, I would like to work after finishing secondary school. Okay. I still want to go to school. Okay. And when I'm back, I'll finish my work. Okay. That's okay. Yes. Thank you.",openai/whisper-large-v3-turbo,2026-07-16T16:43:39.857256+00:00,2026-07-16T16:44:30.357909+00:00
58940cc6b7e93e5c,500802012_500802012.m4a,110267,50.66,I want to be a fashion designer. Finish.,openai/whisper-large-v3-turbo,2026-07-16T16:44:30.375996+00:00,2026-07-16T16:45:21.032898+00:00
0e341f37c5fa772a,500802013_500802013.m4a,163672,47.68,I want to become a fashion designer and learn more about it or something like that.,openai/whisper-large-v3-turbo,2026-07-16T16:45:21.034897+00:00,2026-07-16T16:46:08.713082+00:00
b2af27fdda1dfb0a,500802028_500802028.m4a,432241,50.42,"Should I start off first? After I wrote Jan this year, so I want to write in the University of Berlin. I want to study English and Literature. After I graduated from second school and I graduated from the University, I would like to be a teacher and a novel writer.",openai/whisper-large-v3-turbo,2026-07-16T16:46:08.714082+00:00,2026-07-16T16:46:59.136953+00:00
3158e7de82c9c052,500803002_500803002.m4a,184497,50.04,"I wanted to be an accountant. I wanted to work in a bank and experience how it is. Okay. That's your plan at the second one? Yes. Yes, please. Thank you.",openai/whisper-large-v3-turbo,2026-07-16T16:46:59.137955+00:00,2026-07-16T16:47:49.174943+00:00
784f317c5ee745ac,500803009_500803009.m4a,134091,46.75,I want to become a kitchen after graduating from school.,openai/whisper-large-v3-turbo,2026-07-16T16:47:49.176957+00:00,2026-07-16T16:48:35.925270+00:00
3a02a13dac38e084,500803014_500803014.m4a,372791,49.77,"After I finish SST, I would write my jam, start to work and go back to university. I want to plan another thing like looking for jobs, looking for everything.",openai/whisper-large-v3-turbo,2026-07-16T16:48:35.926785+00:00,2026-07-16T16:49:25.704051+00:00
326105bb99f03318,501101001_501101001.m4a,207223,48.48,I would like to go further and go further to university and study in Auschwitz and do some other things.,openai/whisper-large-v3-turbo,2026-07-16T16:49:25.704051+00:00,2026-07-16T16:50:14.182918+00:00
804aa2291d1d3187,501101006_501101006.m4a,52663,46.63,.,openai/whisper-large-v3-turbo,2026-07-16T16:50:14.183918+00:00,2026-07-16T16:51:00.812694+00:00
1e1d97db43d66e52,501101007_501101007.m4a,234901,45.74,"When I graduated from my second year school, I would like to go and follow my education. Why follow my education? I would like to study in nursing. That's all.",openai/whisper-large-v3-turbo,2026-07-16T16:51:00.814694+00:00,2026-07-16T16:51:46.559100+00:00
2a83aa5523ec9108,501101010_501101010.m4a,132607,46.7,I want to further more. I want to become a nurse in the future.,openai/whisper-large-v3-turbo,2026-07-16T16:51:46.560100+00:00,2026-07-16T16:52:33.263273+00:00
f791f5f29ebc2186,501101011_501101011.m4a,230417,47.46,"Okay, after graduating I will go for, I will write my jam actually and I will write, I want to go for NDA, National Defense Academic. That's my plan.",openai/whisper-large-v3-turbo,2026-07-16T16:52:33.264274+00:00,2026-07-16T16:53:20.722507+00:00
401e8863942a804d,501101013_501101013.m4a,179168,47.59,"I'm graduating from secondary school. I would like to continue my handwork. After my graduation from my handwork, then I'll take down and go to school.",openai/whisper-large-v3-turbo,2026-07-16T16:53:20.723624+00:00,2026-07-16T16:54:08.310907+00:00
